"Direct mapping to BudgetIncidentsHandled column having floating values coming  from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetBaseCPHdLC column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualDiscountCD column having decimal values coming  from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to Actualtaxlc column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BusinessSegment column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualHeads column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to SD1 column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualBillableMinutes column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetCurrencyCode column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualBaseCPHrLC column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetPricingModel column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to DiscountVarianceCD column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to LOB column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to PurchOrder column having integer values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to SD2 column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to VarianceCheckCD column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to VarianceCheckLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualBaseCPHrCD column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to IntOrder column having integer values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to PricingModelMismatch column having integer values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to VolumeInputOwner column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to PL_OrgDetail column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to VolumeVarianceCD column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to Language column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to DiscountVarianceLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetVolPmtCD column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to OutsourceInputOwner column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to SEIDIsBudgetActive column having boolean values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetOtherPmtLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to CumMonth column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to EngagementID column having integer values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualBaseCPUCD column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to BudgetBaseCPUCD column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to PricingVarianceCD column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ReportGrouping column having string values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualVolPmtLC column having decimal values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
"Direct mapping to ActualBaseCPHdCD column having floating values coming from  SupplierSpendMonthly  table, from GTO - SupplierSpend source.",OK,,,
END B8,,,,
TechnicalDescription,L1 Review Comment,L2 Review Comment,Review Comment L3,
Fact table contains details of time taken by agent to be ready for chat coming from Amplify source. Grain: EmployeeKey,ok,,,
"Derived by applying decode logic on MAXAgentEnd,MinAgentStart columns in PartnerInfoHistory table coming from amplify source. Logic: TimeDifference between MAXAgentEnd,MinAgentStart",ok,,,
Direct Mapping to LastStatusChangedTime column in PartnerInfoHistory table coming from amplify source.,ok,,,
This is a reference key to DimEmployee table to get details of current agent working on chat. The Key is derived by joining Email column from amplify source with Alias column in DimEmployee,ok,,,
Direct Mapping to StatusReason column in PartnerInfoHistory table coming from amplify source.,ok,,,
Direct Mapping to Email column in PartnerInfoHistory table coming from amplify source.,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Timestamp in UTC at which record is updated by ETL process in UDP,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Deprecated as MSaaSChat source is retired,ok,,,
Fact table contains details of Agent performance coming from Dynamics source. Grain: EmployeeKey,ok,,,
"Derived by applying decode logic on WasItSaved,TicketNumber columns in Incident table coming from Dynamics source. Logic: count of TicketNumber when WasItSaved=True",ok,,,
"Derived by applying decode logic on CallsHandled,EmployeeEmail,Createddate,CountryCode column in GenesysInboundHolding table coming from Genesys source. Logic: count of CallsHandled after grouping data based on EmployeeEmail,Createddate,CountryCode",ok,,,
This is a reference key to DimGeography table to get details about Delivery Geography. This key is populated by  joining 'VendorCountryShortCode' from DimVendorSite with CountryShortCode from DimGeography coming from SA&DP consumer source.,ok,,,
Timestamp in UTC at which record is updated by ETL process in UDP,ok,,,
"Derived by applying decode logic on TicketNumber,EmployeeEmail,Closeddate,CountryCode column in Incident table coming from Dynamics source. Logic: count of TicketNumber after grouping data based on EmployeeEmail,Closeddate,CountryCode",ok,,,
"Derived by applying decode logic on TicketNumber,EmployeeEmail,Closeddate,CountryCode,ProductVersion column in Incident table coming from Dynamics source. Logic: count of TicketNumber after filtering data for ProductVersion='Churn' and grouping data based on EmployeeEmail,Closeddate,CountryCode ",ok,,,
"Derived by applying decode logic on TicketNumber,EmployeeEmail,Closeddate,CountryCode,ProductVersion column in Incident table coming from Dynamics source. Logic: count of TicketNumber after filtering data for ProductVersion='Non-Churn' and grouping data based on EmployeeEmail,Closeddate,CountryCode ",ok,,,
This is a reference key to DimGeography table to get details about Customer Geography. This Key is populated by joining CustomerCountry column from source with DimGeography based on column CountryShortName,ok,,,
"Derived by applying decode logic on QualityOfServiceScore column from surveyresponse table coming from Dynamics source and TicketNumber,EmployeeEmail,Closeddate,CountryCode columns in Incident table coming from Dynamics source. Logic: sum(QualityOfServiceScore)/count(TicketNumber) after grouping data based on EmployeeEmail,Closeddate,CountryCode ",ok,,,
This is a reference key to DimVendorSite table to get details about the employees' company and location. This key is populated by joining DimVendorSite VendorSiteCode column with FIrst 7 characters of Email column in Incident table coming from Dynamics source,ok,,,
This is a reference key to DimEmployee table to get details about the employee who worked on this ticket. This Key is populated by joining DimEmployee table with column EmployeeEmail with Email column in Incident table coming from Dynamics source,ok,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,ok,,,
"Derived by applying decode logic on TicketNumber,EmployeeEmail,Createddate,CountryCode column in Incident table coming from Dynamics source. Logic: count of TicketNumber after grouping data based on EmployeeEmail,Createddate,CountryCode",ok,,,
"This is a reference key to DimDate table to know the date on which ticket is created in UTC timezone. This key is populated joining Incidents table coming from Dynamics source with DimDate table based on metric_set_solved_at ,CalendarDate attributes",ok,,,
Reporting table contains details of Microsoft Surface Products from ConsumerMadProductMapping static file. Grain: FriendlyProductName,ok,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,ok,,,
Direct mapping to OEMDerivedModel column in ConsumerMadProductMapping static file provided by MLGCS business users,ok,,,
Direct mapping to FriendlyProductName column in ConsumerMadProductMapping static file provided by MLGCS business users,ok,,,
Timestamp in UTC at which record is updated by ETL process in UDP,ok,,,
Reporting table contains details of Microsoft Consumer Products from ConsumerSRProductMapping static file. Grain: FriendlyProductName,ok,,,
Timestamp in UTC at which record is inserted by ETL process in UDP,ok,,,
Direct mapping to FriendlyProductName column in ConsumerSRProductMapping static file provided by MLGCS business users.,ok,,,
Timestamp in UTC at which record is updated by ETL process in UDP,ok,,,
Direct mapping to Product column in ConsumerSRProductMapping static file provided by MLGCS business users.,ok,,,
Reporting table contains details of Legacy Microsoft Surface Products from MC_CSSSurfaceLaunchComparisonOldProducts static file. Grain: ProductName,ok,,,
